mz,mzmin,mzmax,rt,rtmin,rtmax,into,intb,maxo,mzo,mzoscan,sn
548.0135287,548.0111559,548.0148151,117.893,113.753,122.992,2108.350858,2098.631508,397.2573547,548.0145148,183,62
548.7163163,548.7145967,548.7201471,119.592,117.093,122.992,681.3410708,676.2847851,233.77388,548.7157093,185,233
554.7222945,554.715791,554.7260065,117.893,111.403,124.732,1338.72525,1327.895438,336.7053223,554.7224063,184,145
578.2413351,578.2399514,578.2431362,119.592,112.183,125.592,7525.669344,7427.884469,1516.833984,578.2404221,184,44
601.1250025,601.1166684,601.1314347,117.893,111.403,122.992,1376.790492,1314.384883,273.0762939,601.1314347,184,15
622.1869925,622.1841781,622.195542,118.772,113.753,125.592,2550.666384,2424.660016,386.7030945,622.1901224,185,10
625.1349641,625.1294842,625.1405809,118.772,112.183,122.992,1093.65085,1028.164682,164.4172516,625.132414,184,6
632.2069067,632.1987038,632.2112761,116.232,109.813,122.992,1677.767826,1562.280322,393.5104675,632.2093381,181,10
641.5837854,641.5778051,641.5868804,118.772,113.753,124.732,1198.336499,1170.516172,283.5352783,641.5833006,184,24
681.1437747,681.1334706,681.1454926,116.232,110.633,123.842,1880.640895,1819.78371,502.9703674,681.1454926,181,24
692.1538628,692.1456885,692.1602157,118.772,114.513,126.452,2146.612773,2060.210128,404.1733093,692.1540109,184,15
709.259604,709.2501746,709.269913,114.513,107.543,126.452,1782.470077,1556.652954,316.9934387,709.2632802,177,9
725.1484014,725.1409168,725.151828,118.772,111.403,122.992,4527.26837,4497.9663,957.416626,725.151828,183,78
728.3506385,728.3469696,728.3586088,117.893,112.183,127.222,1614.44574,1491.560244,282.9723511,728.3521037,184,10
731.3413105,731.3357204,731.3468061,119.592,114.513,126.452,1415.893631,1359.568797,257.9308777,731.3432884,185,15
736.1173804,736.1097465,736.1255261,119.592,112.973,126.452,1121.269101,1093.094417,276.8585205,736.1159596,184,23
753.28631,753.2831022,753.2914335,120.422,116.232,126.452,762.4944662,734.1730228,186.6473999,753.2831022,186,7
757.2491875,757.2466536,757.2575907,114.513,108.273,122.132,2846.09722,2692.284005,470.4562073,757.2483058,177,13
763.0925889,763.0856328,763.1016015,118.772,112.973,125.592,709.6307439,691.1229586,137.8414459,763.0913959,186,17
799.2066748,799.2001171,799.2134143,120.422,113.753,125.592,902.649655,867.8355375,222.2105865,799.2001171,188,15
806.9278566,806.9230606,806.9374065,118.772,113.753,122.992,826.5071604,813.0242252,281.6955261,806.9230606,185,27
823.5695516,823.5613312,823.5728286,117.893,110.633,124.732,2480.819595,2468.379301,417.3106995,823.5692505,181,149
837.0848086,837.081509,837.0870839,114.513,106.803,122.132,14065.22672,14049.09093,2057.114258,837.0864521,180,624
843.2237566,843.2162669,843.2298015,119.592,115.362,122.992,1027.822365,1014.81188,201.7561493,843.2162669,184,18
98.07807079,98.07684375,98.07838986,117.893,111.403,123.842,2045.410958,1866.582818,359.4714355,98.07834338,183,11
116.0485623,116.0479136,116.0493987,118.772,115.362,123.842,1367.632813,1313.083208,242.8388672,116.0489654,183,9
150.054402,150.0538769,150.054571,55.847,49.438,61.837,564931.1414,561995.6984,114996.0547,150.0543837,103,158
150.0544155,150.0540271,150.0547819,85.165,76.965,98.694,544134.8196,539120.2027,46216.61719,150.0546013,139,63
150.0540659,150.0537113,150.0548224,119.592,112.183,123.842,56133.29974,53535.41811,6400.807617,150.0537488,185,8
150.0542796,150.0535597,150.054539,41.158,35.579,49.438,94916.4868,91828.39679,15540.83789,150.054539,85,21
154.095785,154.0938913,154.0966286,116.232,105.333,123.842,5679.790965,5435.261848,596.6845093,154.0966286,182,24
201.0053447,201.0043022,201.0063668,117.893,112.973,123.842,2006.707572,1996.674649,302.1826782,201.0047536,182,113
242.0328708,242.0308092,242.0342864,117.093,106.803,123.842,1705.794694,1616.877878,261.9324341,242.0342864,180,14
253.1848106,253.1820247,253.1870937,122.132,119.592,123.842,541.9947388,509.3422514,207.0382843,253.184816,188,8
276.0490329,276.0470194,276.0513621,113.753,107.543,125.592,3597.778665,3431.839672,377.6785583,276.0490356,180,12
293.6433667,293.6416155,293.6450266,114.513,106.803,126.452,1721.771911,1703.760328,228.73909,293.6433229,179,121
304.2829467,304.282092,304.2841539,95.694,82.685,109.813,236215.4979,218812.6394,18273.9668,304.2835943,153,20
305.2861761,305.2847482,305.2874393,95.694,81.845,109.813,45150.08171,42126.79335,3631.383301,305.2867119,154,12
335.0627832,335.0598844,335.0655322,117.093,111.403,123.842,2090.89084,2003.010588,393.2303467,335.0629507,181,20
346.26275,346.260538,346.2672182,120.422,113.753,126.452,810.9675876,786.9889387,154.2320099,346.263253,185,13
350.3033785,350.3005427,350.3052818,112.183,106.803,127.222,2179.061886,1931.927028,225.4038239,350.3045443,177,8
355.1452428,355.1432319,355.1479538,121.252,114.513,123.842,1829.003846,1725.45175,508.006958,355.1432319,188,9
360.0158329,360.0148537,360.016923,95.694,87.475,103.113,18745.21742,18560.11676,2321.151611,360.0160916,153,81
362.1957911,362.1936465,362.1982803,120.422,113.753,126.452,1502.77731,1382.671062,278.7492371,362.195212,186,7
364.2852923,364.2845445,364.2865481,118.772,109.813,123.842,2456.418666,2412.882959,367.5586243,364.2851328,184,22
371.3608903,371.3597054,371.3647289,118.772,112.973,123.842,2320.518985,2282.794879,834.4563599,371.3611843,184,56
396.4165374,396.4145386,396.4180209,116.232,109.813,122.992,2767.018604,2744.481114,821.4885254,396.4180209,180,104
430.0448193,430.0441947,430.045175,117.893,111.403,123.842,36081.47513,36060.66655,6981.783691,430.045175,183,709
445.9658155,445.9612761,445.9682649,120.422,114.513,125.592,1294.902553,1237.878904,341.1742249,445.9658141,186,19
463.1583415,463.1535883,463.1649457,119.592,113.753,123.842,5689.96367,5418.630611,911.3619385,463.1576833,183,8
472.1710593,472.16499,472.1729617,118.772,112.973,126.452,2767.033625,2656.23671,482.6641235,472.1693371,183,12
492.3067393,492.3058782,492.3077051,96.444,83.485,103.113,35428.65049,34371.04678,2598.000977,492.3063034,158,21
492.3069443,492.3038432,492.3090991,109.813,103.113,123.842,38527.00858,37451.44806,2631.795166,492.3074185,175,22
497.1574913,497.1559765,497.1593539,118.772,110.633,123.842,2762.665765,2738.716516,537.9934082,497.1581838,185,36
515.0796753,515.0780028,515.0806018,116.232,109.813,124.732,5676.414675,5645.833074,924.4545898,515.0806018,180,129
527.3173162,527.3118697,527.3226897,121.252,116.232,123.842,655.3202285,626.9552242,209.8314362,527.3226897,188,12
538.3184668,538.3161846,538.3253335,120.422,112.183,123.842,2296.326469,2209.437719,514.2236938,538.3186415,187,14
556.1675305,556.1639455,556.1710036,120.422,113.753,123.842,2142.247876,2069.755211,450.6819763,556.1672563,184,13
568.2767641,568.2753474,568.2793164,117.093,109.813,125.592,5768.4995,5564.579327,738.6356812,568.2765286,181,15
576.0068752,576.0013949,576.0122318,118.772,112.183,123.842,575.9516133,567.6237562,143.844162,576.0092332,183,112
589.1925179,589.1882379,589.1991805,121.252,108.273,131.621,1392.91496,1211.98176,264.7288818,589.1940712,187,6
595.0871425,595.0844905,595.08883,120.422,110.633,123.842,755.7385385,749.4151509,272.3835144,595.0861332,188,23
629.159663,629.1517766,629.1635149,118.772,113.753,125.592,2944.074148,2820.746554,506.2798157,629.1603859,183,14
631.0894789,631.0847277,631.0928875,120.422,114.513,123.842,482.3622869,465.900128,172.7802887,631.0928875,185,19
659.2514217,659.2437099,659.2546557,120.422,114.513,123.842,1422.782518,1340.783001,272.0979004,659.2528653,184,7
660.1323937,660.1298139,660.1387714,120.422,112.973,126.452,1556.729959,1461.146698,270.2952271,660.1302436,187,9
668.6135077,668.6059939,668.6212597,117.093,113.753,125.592,2061.887522,2047.155388,425.0057373,668.6136059,183,57
673.2265968,673.2219294,673.2364046,118.772,111.403,125.592,2474.031449,2359.024054,446.8644409,673.2256518,183,16
692.3080454,692.3005477,692.3139961,122.132,116.232,125.592,1127.393236,1070.335201,331.2782593,692.3139961,188,9
711.1712688,711.1631179,711.1749793,119.592,112.973,125.592,1540.959418,1479.194844,347.7390137,711.172996,185,14
772.0819238,772.0714751,772.0880824,118.772,112.183,123.842,888.8143782,864.6662373,159.1260376,772.0808326,186,14
773.4343365,773.4285665,773.4458252,109.813,106.073,117.093,1883.392112,1729.390031,408.1184692,773.4360517,183,5
797.2008662,797.1982287,797.2039819,117.093,113.753,123.842,2416.015203,2357.020072,611.7041016,797.2016211,181,25
800.5546771,800.5537709,800.5554521,112.973,105.333,119.592,23981.57123,23816.50177,3338.38208,800.5539019,177,79
815.0726832,815.0691689,815.0765264,109.813,102.383,117.093,15246.64481,15174.81579,2395.952148,815.0757794,172,131
839.0620967,839.0556182,839.0673257,114.513,108.273,123.842,2831.204581,2808.831548,370.8021851,839.061891,179,48
124.0802647,124.0789862,124.0810969,120.422,117.093,124.732,37130.19502,37123.40479,6125.470215,124.0802988,185,6124
198.1221601,198.1210361,198.1231659,112.183,106.803,116.232,2009.18767,1921.541723,323.0244751,198.1227781,177,12
216.9940099,216.9912525,216.9960563,117.893,112.973,124.732,1159.138915,1148.219843,198.4931183,216.9924364,182,197
242.1523361,242.1513764,242.1528337,114.513,108.273,120.422,30181.03736,29811.3334,10621.18945,242.1520628,178,153
252.9108617,252.908685,252.9132123,117.093,112.973,124.732,1542.294126,1531.375055,273.2241211,252.908685,178,272
274.2987582,274.2970679,274.3005633,122.132,116.232,124.732,2528.857252,2520.357252,1080.278809,274.2988515,188,364
291.1676784,291.1661877,291.1688156,117.093,110.633,124.732,5254.959682,5019.847444,747.0291748,291.1686359,183,7
299.2495527,299.247726,299.2505606,119.592,112.183,124.732,1469.582006,1402.750455,289.3091736,299.2495994,186,14
318.0930487,318.0923938,318.0953529,118.772,111.403,124.732,27414.79083,27332.91567,4089.414551,318.0928693,183,210
324.0981432,324.097601,324.0983662,122.992,119.592,124.732,946.7331224,942.4497891,365.0076599,324.0983662,190,364
334.4767285,334.473755,334.477151,120.422,115.362,124.732,839.7863792,831.2681973,276.5994873,334.4770654,186,84
336.2008033,336.1998068,336.2021389,109.813,102.383,117.893,22786.45856,22676.61829,2501.856201,336.2021389,172,91
367.0975556,367.0945141,367.1007761,119.592,110.633,127.222,8649.697838,7719.929072,943.8184814,367.0977367,184,8
382.2834694,382.2806659,382.2869729,121.252,117.093,124.732,891.2177643,871.4360779,228.0575256,382.2806659,187,22
388.3942102,388.3911871,388.3973049,118.772,116.232,124.732,1596.409479,1588.759479,587.8238525,388.3964259,183,587
415.0895578,415.0845897,415.0938426,110.633,106.073,116.232,4989.322825,4694.431966,689.1937256,415.0899784,177,8
452.0293375,452.0239807,452.0323047,118.772,112.973,124.732,1144.993763,1134.074691,165.476059,452.0312693,186,164
456.0923047,456.0896591,456.0967483,120.422,115.362,131.621,3894.315983,3842.690653,644.7891235,456.0938865,186,34
462.0340511,462.0311548,462.0354258,118.772,113.753,126.452,2193.093456,2164.996683,400.06427,462.035111,186,43
477.1996743,477.197799,477.2004909,122.992,120.422,126.452,559.8281913,551.3963069,271.9732056,477.2004909,188,27
493.3099877,493.3083328,493.3121258,92.695,71.486,101.654,12823.79892,11932.44333,871.9741211,493.3089012,156,22
493.3110961,493.3081094,493.3134725,110.633,102.383,117.093,10587.97812,10130.47555,919.1971436,493.3107201,173,23
499.1011149,499.0957074,499.1064927,118.772,103.113,127.222,3993.463286,3759.518651,550.3286133,499.0986352,184,7
502.0979126,502.095303,502.0986534,117.093,110.633,124.732,13732.76909,13718.67009,2719.163086,502.0981504,181,2718
510.2302821,510.2246757,510.2370393,121.252,117.893,127.222,1314.744365,1228.461347,315.6276855,510.2297287,186,9
518.8133359,518.811508,518.8150332,118.772,113.753,124.732,1315.070675,1304.936214,242.5001373,518.8132796,183,242
537.315966,537.3133268,537.3167345,120.422,113.753,127.222,4691.654458,4634.684643,1217.828613,537.3166498,186,53
539.0460078,539.0444913,539.0473706,112.973,106.073,119.592,10934.91949,10890.8637,1691.669312,539.0463123,177,102
555.1647177,555.1627029,555.1695378,119.592,112.973,124.732,5197.994747,5050.329461,915.4380493,555.166066,186,23
573.3338394,573.3321493,573.3364647,122.132,119.592,133.111,531.0641292,525.759845,256.9389343,573.333127,186,45
576.5278205,576.525496,576.5330598,122.132,120.422,124.732,646.9770752,643.5290752,325.2281494,576.525496,188,324
579.2423609,579.2371248,579.2464921,119.592,112.973,126.452,2881.897286,2613.331797,510.4414063,579.2402762,185,8
599.1140451,599.1090314,599.1200927,117.893,111.403,124.732,3134.852303,2892.569277,521.0117798,599.1090314,185,8
609.1718469,609.1650472,609.1762135,119.592,107.543,124.732,1476.376732,1374.162787,257.5739441,609.172682,182,11
609.2267436,609.2220895,609.2319667,120.422,113.753,124.732,1932.999582,1875.340179,429.4249573,609.2220895,187,18
620.039234,620.0351931,620.041908,117.893,112.183,125.592,1794.969003,1774.853534,350.736145,620.041908,181,29
621.1831831,621.1816428,621.1864038,117.893,111.403,124.732,5655.842528,5611.118559,1013.99115,621.1830645,183,78
623.1868426,623.1814535,623.1932197,120.422,113.753,127.222,1855.351481,1697.257993,308.6985168,623.1884726,186,7
639.1110785,639.1086358,639.1138069,118.772,112.183,124.732,4733.046517,4664.790802,879.4853516,639.1110755,183,36
651.146328,651.1424772,651.1492062,121.252,114.513,124.732,1043.905774,1028.229142,358.1737976,651.1491587,186,30
655.1778578,655.173799,655.1837743,120.422,115.362,127.222,1227.634037,1167.019654,203.17099,655.173799,188,13
665.1370875,665.1338216,665.140543,118.772,113.753,124.732,2611.013203,2600.878741,514.5795288,665.1353002,186,514
666.3076433,666.3040361,666.3121075,113.753,106.803,126.452,7012.821861,6852.308927,738.9467163,666.3075523,181,16
667.9460628,667.9418537,667.947674,119.592,113.753,126.452,4097.366554,4048.535457,964.9478149,667.9455828,186,57
668.1469436,668.1409368,668.1511275,121.252,114.513,124.732,580.3975996,562.3051708,201.3633575,668.1438548,186,17
668.446166,668.4416448,668.4502074,119.592,108.273,133.861,3036.758143,2890.632496,639.2462769,668.4460832,185,18
676.0985999,676.0957838,676.1069041,119.592,109.813,124.732,3020.60213,2849.367717,452.1993103,676.1002229,185,7
678.0893796,678.0836925,678.0935582,122.132,115.362,124.732,519.4755597,514.3646506,181.2906189,678.0935582,188,65
691.3062763,691.3031539,691.3116042,120.422,110.633,124.732,3411.342887,3228.734482,533.4630737,691.304882,187,13
721.1268063,721.1210254,721.1357276,117.893,108.273,124.732,856.2836479,815.6963581,172.6322327,721.1291926,181,14
729.1526483,729.1461022,729.1614931,118.772,114.513,124.732,687.4892804,678.1218638,151.6074219,729.155887,182,151
744.422517,744.4185345,744.4265331,121.252,118.772,124.732,647.8967482,625.6989966,228.438858,744.4251409,186,18
781.207042,781.2043914,781.2106562,119.592,114.513,126.452,3574.10828,3462.132092,681.6470337,781.2070197,186,24
833.0574005,833.0472361,833.0669725,117.893,107.543,124.732,1096.614342,1021.675636,225.4528351,833.0586082,184,12
838.5091311,838.5024191,838.5171375,117.893,112.183,124.732,1751.851136,1740.138736,284.9183044,838.5100673,181,284
134.9407196,134.9402197,134.9411529,117.893,111.403,125.592,3376.802181,3363.447828,522.9855957,134.9404475,181,522
162.0556553,162.0542022,162.0567324,114.513,111.403,125.592,40013.98459,39471.15756,3415.904053,162.0550368,181,21
175.9673448,175.9667062,175.9680591,117.893,112.183,125.592,2016.3856,2003.814663,333.1031494,175.9671259,184,332
186.1093414,186.1077218,186.1098308,116.232,110.633,122.992,7168.557703,6688.691952,1905.469604,186.1095959,181,40
188.006973,188.0044493,188.0088514,121.252,112.973,125.592,1080.655794,1036.16879,120.0930252,188.0062135,185,7
201.5780944,201.5764552,201.5791713,87.475,76.965,93.434,41094.75398,40934.36374,4387.958984,201.5780645,144,149
204.1129385,204.1125858,204.1131957,74.666,64.997,84.335,1981718.526,1979252.085,258184.1563,204.1131957,126,1572
208.1144696,208.1121727,208.117308,122.992,110.633,138.651,5398.697078,4777.147021,754.1696167,208.1121727,189,9
217.0266782,217.0261991,217.0272465,116.232,109.813,125.592,3375.681576,3360.73305,478.9015503,217.0262235,180,478
238.0992216,238.0977619,238.1009498,119.592,114.513,125.592,12106.87957,12096.6528,1488.380127,238.0990631,183,1487
268.0103757,268.0075843,268.012203,123.842,117.093,127.222,803.2815105,775.6843973,192.5603333,268.012203,191,11
279.1320968,279.1305008,279.1333582,119.592,112.183,125.592,3434.583132,3004.519479,470.0697937,279.1332651,184,7
280.0839847,280.0820231,280.0870916,121.252,114.513,125.592,8758.661964,7991.682813,1491.794434,280.0832406,188,8
303.1320889,303.1297131,303.1329046,82.685,73.906,103.863,61233.26774,53709.87027,3498.055664,303.1328494,135,7
304.0140547,304.0134982,304.0151853,116.232,111.403,123.842,4477.724489,4336.860299,767.0057373,304.0151853,181,11
344.9931549,344.9891031,344.997458,119.592,110.633,125.592,1954.525077,1887.7417,232.2910767,344.9891031,187,12
367.3176752,367.3157721,367.3194373,122.992,120.422,125.592,936.4654366,932.1571033,261.0745239,367.3157721,190,260
385.1418083,385.1397239,385.1473064,120.422,117.093,125.592,3564.998404,3384.144538,734.9475098,385.142868,185,13
395.0809847,395.0796476,395.0818581,118.772,112.183,125.592,7812.083175,7472.265626,1210.561157,395.0812154,183,17
402.0722364,402.0708505,402.0737643,124.732,116.232,127.222,895.2244443,862.7930947,287.5015869,402.0714506,191,11
408.1353037,408.130542,408.1366384,122.132,118.772,125.592,1276.016851,1264.562124,287.5328064,408.1353621,188,29
408.1828663,408.1813033,408.1839624,122.992,121.252,125.592,802.4490998,783.3252451,332.0777588,408.1839624,189,18
413.1972774,413.1948346,413.1980606,121.252,112.183,125.592,1336.410325,1287.703725,296.7335205,413.1973759,188,9
424.3043989,424.3025131,424.308888,121.252,114.513,127.222,4828.329514,4466.168945,912.0504761,424.3025131,187,11
437.018622,437.0162908,437.0206736,121.252,112.183,125.592,1275.168338,1226.689387,177.232132,437.0189945,183,10
445.6314974,445.6264025,445.6358044,120.422,113.753,125.592,1580.711319,1569.717962,460.013855,445.6322082,187,459
461.9752034,461.971039,461.9789061,117.893,111.403,125.592,2604.789485,2591.435132,402.4556274,461.9771418,181,401
472.277714,472.2718233,472.2807648,122.992,121.252,125.592,1339.737405,1309.961042,547.5407715,472.2791396,189,12
475.110506,475.1072453,475.1159823,122.992,119.592,125.592,791.7038531,766.8009537,220.7396698,475.1090153,188,13
492.044872,492.0424176,492.0501393,119.592,109.063,125.592,1890.89985,1845.432777,324.5860901,492.0454396,184,31
513.0797835,513.0761535,513.0840044,117.093,111.403,125.592,2362.289493,2252.112007,321.4368286,513.0761535,180,11
525.1530689,525.1476991,525.15911,122.132,115.362,125.592,1227.785834,1148.526693,232.2375488,525.158035,187,6
525.3167354,525.3123413,525.3204635,120.422,112.973,127.222,9224.123595,9142.607136,1356.321655,525.3164606,185,64
528.0894738,528.0886342,528.0906102,122.992,120.422,125.592,432.8825725,424.1366935,149.3419647,528.0906102,187,11
544.3015876,544.2979747,544.3053357,114.513,108.273,120.422,5692.597321,5541.186499,1669.435303,544.3019462,179,43
548.0431375,548.0391585,548.0471238,117.893,109.063,125.592,2914.042416,2848.237913,352.0883179,548.0391585,183,19
554.3884946,554.3865415,554.3913135,117.893,111.403,125.592,5289.416526,5205.55005,728.5645752,554.388963,183,27
563.398878,563.397579,563.4002715,114.513,106.803,121.252,19455.20968,19377.42615,3289.499023,563.3985096,180,152
577.2389149,577.237857,577.2403012,119.592,112.183,125.592,23824.7311,23749.69041,4058.250244,577.2393492,185,190
578.4079564,578.4066612,578.4091216,119.592,112.183,127.222,9936.3557,9852.187514,1503.045166,578.4088639,186,82
587.1881898,587.1850844,587.19325,120.422,114.513,125.592,3464.324033,3404.455519,442.6742859,587.1882373,184,19
604.0741524,604.069996,604.0790697,118.772,112.183,125.592,1719.953505,1676.419378,234.5888977,604.0717102,183,18
631.544058,631.5393925,631.5460887,122.132,119.592,125.592,701.8983405,696.7554834,265.6119995,631.5460887,188,71
667.3102331,667.3060371,667.3127979,112.183,106.803,120.422,3531.760928,3378.300435,405.0116272,667.3094821,176,11
669.9543132,669.9505314,669.9587957,119.592,109.813,125.592,2267.099797,2228.66576,266.3019714,669.9544988,184,25
712.6035639,712.5996193,712.6163854,119.592,115.362,125.592,1359.631175,1350.253675,273.8986511,712.6023196,185,273
713.6066801,713.6028585,713.6141276,118.772,111.403,125.592,636.2393223,623.0951455,118.2986221,713.6043556,184,17
727.3505244,727.3471389,727.3527889,118.772,112.183,125.592,3647.562823,3634.991886,521.2624512,727.3526676,183,520
757.0708812,757.0651051,757.0784971,119.592,109.063,125.592,597.6654599,582.0949924,133.6277924,757.0739485,185,20
770.3743777,770.3671871,770.3786945,122.132,116.232,125.592,655.2125862,627.927515,190.8978119,770.3784687,189,16
770.5442034,770.5429847,770.545276,97.204,85.985,103.863,69549.68136,69275.6288,7299.282227,770.5443561,155,239
823.0704928,823.06804,823.0736923,117.893,109.813,125.592,8611.872365,8596.093365,1305.114136,823.0722746,183,1304
824.0416699,824.0379169,824.0462323,118.772,110.633,125.592,3523.669913,3315.222916,563.293457,824.0462323,183,12
832.0364473,832.0257195,832.0426513,117.093,111.403,125.592,1809.606518,1796.252165,247.7843323,832.0385302,178,247
837.5053242,837.5011319,837.5113366,117.093,111.403,125.592,4179.82717,4098.249279,615.3983154,837.5042393,182,32
53.99701859,53.99652316,53.99755423,108.273,101.654,118.772,2557.620754,1896.997106,266.4208374,53.99719709,167,7
131.0908302,131.0903132,131.0909872,123.842,121.252,126.452,1374.692845,1346.783813,484.8549805,131.0909625,189,8
133.6626454,133.660927,133.6638604,117.893,109.063,126.452,2572.307391,2310.200938,259.0765076,133.6627261,182,8
154.0746154,154.0734154,154.0757668,103.863,96.444,115.362,14678.23254,13990.68502,1002.854858,154.0752814,164,12
162.1475048,162.1466652,162.1481706,122.132,118.772,126.452,606.3395622,599.5128955,154.9615784,162.1477171,188,154
174.0198167,174.0179856,174.0220291,117.893,113.753,126.452,866.5566067,785.0625221,138.500412,174.0202492,183,6
176.0001068,175.9996331,176.0006191,117.093,110.633,124.732,3763.900266,3749.801266,671.7598877,176.0000488,181,671
178.0849129,178.0846501,178.0852926,118.772,110.633,126.452,16972.07796,16465.56051,1820.767944,178.0849447,183,25
189.1291662,189.1269284,189.1298915,123.842,121.252,126.452,518.1946571,513.8613238,191.9710388,189.1298915,190,191
190.1569733,190.1558321,190.1578734,120.422,113.753,126.452,824.0741288,812.2217288,142.9412231,190.157446,187,69
206.9943212,206.9925814,206.9955196,113.753,106.803,121.252,2759.350783,2744.901783,340.2769165,206.9947203,178,180
209.1702131,209.1691506,209.1713917,120.422,112.973,126.452,2131.816477,2119.179914,331.0987549,209.1705134,187,150
214.2518415,214.2501092,214.2521527,110.633,105.333,117.093,35192.10057,35117.56006,12304.51465,214.2521527,174,607
220.0262103,220.0254369,220.0273221,121.252,113.753,126.452,2836.72381,2792.680601,394.9630127,220.0262192,188,25
225.5049492,225.5035971,225.5066217,120.422,113.753,126.452,1343.968441,1332.116041,219.5292206,225.5066217,187,219
227.1270867,227.1253859,227.1278995,124.732,122.132,126.452,1356.689131,1298.315549,552.6409302,227.1273009,190,11
243.0411766,243.0390292,243.0432509,122.132,117.893,126.452,880.1652077,839.3717988,154.1593781,243.0424255,187,10
245.1632436,245.1614408,245.1664706,122.992,117.893,126.452,4013.222061,3979.174967,917.0114136,245.1631969,188,68
245.1916487,245.1903564,245.1927407,120.422,112.183,126.452,5795.435706,5465.697342,807.9425659,245.1921878,186,15
246.0417891,246.0405833,246.0427911,121.252,112.183,126.452,3325.631019,3184.420136,511.7810364,246.0425719,188,21
253.977046,253.9763358,253.9776408,117.093,109.063,126.452,4035.629053,3519.216327,501.9612732,253.9774863,181,7
264.0629071,264.0603988,264.0654608,123.842,121.252,126.452,1854.699992,1820.729646,670.9246216,264.0654608,190,28
273.1877118,273.1868638,273.1879882,94.184,88.965,100.914,236698.5772,235789.3051,36369.65234,273.1878446,152,367
273.1867828,273.1851444,273.1877286,58.847,49.438,79.315,31492.94804,29353.16219,2811.101563,273.1875698,106,15
273.1873366,273.1867951,273.1877822,85.165,79.315,88.965,103489.1368,102740.4111,15515.4502,273.1872783,141,156
278.9633846,278.9618602,278.9642371,121.252,112.183,126.452,1044.676459,1005.920362,152.6177216,278.9635318,185,13
307.0292346,307.0280317,307.0306762,124.732,119.592,126.452,467.2464619,453.9030255,159.6187744,307.0288505,192,13
313.3238024,313.3209468,313.327212,123.842,115.362,132.361,2474.25464,2190.572219,693.6829834,313.3209468,192,8
323.1611259,323.1582901,323.162758,120.422,108.273,126.452,8827.605944,8449.129354,1040.957642,323.1627072,187,17
327.0444965,327.042383,327.0457997,122.132,117.893,126.452,727.2705005,711.022165,146.209259,327.045737,188,13
327.3786679,327.3764471,327.3804298,114.513,111.403,121.252,2251.912324,2242.063324,573.0761108,327.3796691,179,572
330.106608,330.1010392,330.1095837,122.992,114.513,126.452,4122.853395,3635.059766,853.557373,330.1064359,189,9
334.0580079,334.0569574,334.0588779,117.893,110.633,125.592,9360.98193,9200.427232,1514.252686,334.0583155,183,55
334.7262874,334.7236917,334.7304614,119.592,109.063,126.452,1233.649008,1146.236623,298.9162292,334.7267995,187,16
340.3544041,340.351963,340.3568682,120.422,114.513,126.452,1637.558344,1501.230311,505.2137756,340.3551685,186,25
341.1522771,341.1487721,341.1549786,122.132,114.513,126.452,7563.561759,7222.669454,1003.706726,341.1534742,188,14
341.3021801,341.3011246,341.3034406,118.772,113.753,126.452,2549.8779,1936.936742,764.7091064,341.30163,184,13
341.3503127,341.3484593,341.3512112,120.422,113.753,126.452,2367.497471,2355.08456,723.789978,341.3501527,186,191
346.1421157,346.1406953,346.1431942,107.543,95.694,115.362,19245.06327,17995.98719,1768.450684,346.1427113,171,16
366.0503729,366.0469967,366.0530767,120.422,113.753,126.452,6929.346359,6916.186169,1089.769043,366.0530767,186,192
378.0335394,378.0303963,378.0367753,121.252,115.362,126.452,2249.772182,2194.216264,337.8614197,378.033328,188,15
386.0402298,386.038211,386.0420055,115.362,110.633,123.842,3110.392127,3005.800914,623.5447388,386.0407904,180,30
387.3994756,387.396388,387.4014224,118.772,109.063,126.452,4865.562935,4849.001982,1640.066895,387.3993044,183,776
391.7773167,391.7714447,391.7785019,119.592,114.513,126.452,1841.85408,1785.721541,586.210144,391.7781546,185,24
392.2824651,392.2782683,392.2865921,120.422,112.973,126.452,2106.051645,1789.678987,536.5470581,392.282325,185,11
397.0524102,397.0511015,397.0562389,119.592,112.973,126.452,12915.65595,12847.00605,2121.162842,397.0536845,185,90
412.3948141,412.3888636,412.3980199,123.842,118.772,134.631,1359.755473,1316.801301,326.6575623,412.3980199,190,16
419.0550337,419.0504757,419.0579732,122.132,117.093,126.452,2239.822173,2185.757922,370.9454346,419.0527131,188,15
420.0484196,420.0448999,420.0524036,123.842,122.132,126.452,476.2203442,468.3964243,175.9120178,420.0483921,189,16
422.0681578,422.0634772,422.0725717,118.772,112.973,126.452,2087.612703,1996.910479,292.9784546,422.0688617,184,13
422.3550371,422.3514697,422.3571373,122.132,118.772,126.452,540.1884489,518.8692922,132.8378601,422.3541727,187,13
426.0392125,426.0349355,426.042293,122.992,112.183,126.452,497.7793866,480.5999325,150.654007,426.0400215,190,10
429.1344847,429.13029,429.1361204,123.842,120.422,126.452,2050.150367,2014.313004,515.0996704,429.1361204,190,14
436.0634999,436.0616041,436.0666376,122.992,118.772,126.452,1125.278112,1100.214718,298.3841553,436.0619877,191,12
459.0412859,459.036354,459.0462697,117.893,109.063,126.452,1568.065758,1466.458132,282.8364258,459.0427035,184,12
466.5308758,466.528343,466.5328973,109.063,101.654,116.232,5798.831782,5621.382621,1038.066406,466.5314897,171,20
