PeakID,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,S/N
3375,875,0.9052833,1.218933,1.6449,1033.551,1108.67688,12115.0166,25.27894
3376,888,1.108283,1.231767,1.520067,115.0531,5104.578613,43222.58594,94.29092
3377,888,0.96845,1.231767,1.470417,117.0563,6670.691895,57995.64063,94.13188
3378,888,1.083283,1.231767,1.6074,118.0634,3119.306641,29227.66602,69.408
3379,888,0.96845,1.231767,1.520067,130.0643,17978.93945,173080.4375,22.41685
3380,888,0.96845,1.231767,1.48275,131.0677,2563.658447,26844.12305,25.61241
3381,888,0.9807833,1.231767,1.495233,132.0802,50771.36719,432582.9688,1811.902
3382,888,0.95595,1.231767,1.520067,133.0829,5273.090332,55013.58984,18.31491
3383,888,1.005617,1.231767,1.495233,142.0643,6299.403809,53131.33984,80.20565
3384,888,0.9807833,1.231767,1.470417,143.0718,4209.632813,50263.27734,16.6796
3385,888,1.095783,1.231767,1.743383,144.0804,76747.22656,660418.375,1051.26
3386,888,0.8776166,1.231767,1.6449,145.0768,35779.29688,318802.5625,232.6495
3387,888,1.06995,1.231767,1.743383,158.6197,2221.915771,17760.98438,766.2941
3388,888,0.7694666,1.231767,1.78005,159.0916,356006.3125,2951907.5,3366.184
3389,888,0.9807833,1.231767,1.694233,160.0942,38224.12109,319254.8438,913.4312
3390,888,1.095783,1.231767,1.470417,161.0973,2105.628906,18251.53906,71.98061
3391,888,1.056433,1.231767,1.520067,186.5293,2345.45752,19307.17188,358.1667
3392,888,0.7694666,1.231767,1.767883,187.0865,403909.8125,3334217.25,16059.91
3393,888,0.8917834,1.231767,1.495233,188.0898,48261.27344,405260.1875,2224.144
3394,888,1.056433,1.231767,1.507567,189.0912,3692.296875,33066.12109,5.30443
3395,888,0.9307833,1.231767,1.378083,203.5061,1397.452759,10991.40332,87.59828
3396,888,0.8917834,1.231767,1.5949,204.1132,240021.3906,2005867,239.5527
3397,888,0.94345,1.231767,1.532417,205.1153,30099.67969,254232,170.7422
3398,888,0.95595,1.231767,1.520067,288.9389,1481.44043,15448.44922,8.516112
3399,888,0.94345,1.231767,1.470417,322.1173,4728.333008,63228.41797,32.47831
3400,888,0.95595,1.231767,1.457917,384.5802,4518.507813,48713.30078,587.2222
3401,888,0.95595,1.231767,1.6819,384.9148,3281.387451,33259.55859,126.2768
3402,888,1.018283,1.231767,1.378083,407.2153,1400.683228,13005.84668,6.761009
3403,888,1.056433,1.231767,1.532417,488.2771,5480.632813,63176.47656,78.0984
3404,888,1.06995,1.231767,1.495233,489.2809,1898.479248,21792.35547,93.40849
3405,888,0.9182833,1.231767,1.470417,508.2883,1057.350708,11981.21973,11.01276
3406,888,1.108283,1.231767,1.495233,529.2737,1444.627319,19888.05469,10.22756
3407,888,0.9182833,1.231767,1.520067,576.3666,9279.959961,97509,140.7782
3408,888,0.95595,1.231767,1.75555,576.866,5602.611328,58748.27344,204.2334
3409,888,0.94345,1.231767,1.378083,577.3695,2450.659424,28270.21875,176.2236
3410,888,0.94345,1.231767,1.743383,658.9626,1290.115356,16128.00098,56.8407
3411,901,0.95595,1.244433,1.75555,288.687,2483.498047,25248.88867,356.7039
3412,901,1.018283,1.244433,1.470417,314.231,5245.066406,48418.76172,22.13955
3413,901,0.9932833,1.244433,1.48275,337.2335,3135.290039,34357.12891,103.1528
3414,901,0.9807833,1.244433,1.470417,504.3454,20080.64453,210624.3125,538.2139
3415,901,0.9807833,1.244433,1.532417,504.8479,11662.43555,121725.4609,822.1564
3416,901,0.9932833,1.244433,1.48275,505.3482,3996.604004,42340.46875,44.16629
3417,901,1.056433,1.244433,1.532417,506.287,7297.301758,80343.71094,52.43277
3418,901,0.9807833,1.244433,1.620067,507.2927,2774.137939,36155.41797,19.67973
3419,901,1.056433,1.244433,1.457917,522.2575,2159.641357,29964.42578,33.08968
3420,901,1.083283,1.244433,1.532417,687.413,3546.207764,30729.38867,75.32835
3421,901,0.9307833,1.244433,1.6074,709.3906,1258.890747,12080.74609,36.77612
3422,901,1.083283,1.244433,1.557233,748.3235,1220.1073,10543.60645,41.48499
3423,914,1.030617,1.257267,1.73105,163.1217,12425.81543,159410.9531,100.6802
3424,914,0.9307833,1.257267,1.6324,164.1249,1543.440063,19370.7793,89.68417
3425,914,1.1221,1.257267,1.349917,244.2249,2344.345947,22302.89648,109.5585
3426,914,0.7969667,1.257267,1.457917,252.928,3610.396973,35683.44922,32.17775
3427,914,0.9932833,1.257267,1.520067,336.5659,14753.74316,156875.3594,1391.045
3428,914,1.005617,1.257267,1.75555,336.9002,9091.595703,93690.375,497.6375
3429,914,1.095783,1.257267,1.391417,530.3004,1243.419556,8846.051758,12.47893
3430,914,1.083283,1.257267,1.657233,688.4095,1609.360107,14320.82324,48.56683
3431,914,0.95595,1.257267,1.495233,725.3561,3558.556885,32599.48242,172.4976
3432,914,1.083283,1.257267,1.6324,726.36,1601.429565,14260.06348,53.40905
3433,914,0.7556334,1.257267,1.73105,1007.681,3662.950195,39994.64453,155.3372
3434,914,0.9182833,1.257267,1.743383,1008.688,2452.534668,26529.25781,120.7335
3435,914,0.8239667,1.257267,1.706383,1027.53,2185.104736,22669.00781,59.79037
3436,927,0.7831333,1.269933,1.470417,252.6769,5773.098145,60096.4375,556.7485
3437,927,1.1636,1.269933,1.470417,532.3133,6286.876465,93401.26563,28.98808
3438,927,0.9932833,1.269933,1.48275,667.475,17910.09766,176921.9375,803.882
3439,927,0.95595,1.269933,1.544917,667.9757,13174.72754,129879.8828,461.1986
3440,927,0.96845,1.269933,1.457917,668.4766,5865.260742,60783.02344,311.2525
3441,927,0.9052833,1.269933,1.6449,970.5348,1041.567261,9393.376953,18.28784
3442,927,0.8487833,1.269933,1.694233,1028.537,1396.419434,14061.53125,37.26918
3443,940,1.005617,1.28275,1.48275,226.2152,3626.525146,35106.3125,13.89976
3444,940,1.1221,1.28275,1.470417,297.0852,2130.453613,21415.70703,14.33139
3445,940,1.1221,1.28275,1.495233,349.1815,3499.09668,40303.80469,21.64999
3446,940,1.083283,1.28275,1.532417,468.295,2569.838379,33430.50781,55.86494
3447,940,0.9052833,1.28275,1.6819,969.5336,1583.107666,14396.06738,58.92156
3448,953,0.9182833,1.295583,1.507567,173.1275,1802.309204,22061.05859,52.77684
3449,953,1.095783,1.295583,1.433083,300.121,7129.560547,82388.36719,12.34591
3450,953,1.1776,1.295583,1.495233,353.1584,3463.629395,37648.56641,33.52708
3451,953,1.056433,1.295583,1.694233,798.4035,2132.202393,21765.87109,136.1712
3452,953,0.96845,1.295583,1.495233,799.4025,1063.51355,11222.91699,16.52831
3453,966,1.005617,1.30875,1.73105,218.2107,55434.03125,483905.25,1145.072
3454,966,0.9932833,1.30875,1.557233,219.2137,8607.842773,75323.24219,74.94196
3455,966,1.056433,1.30875,1.6449,227.1739,2435.906494,32571.72266,15.58268
3456,966,1.095783,1.30875,1.520067,235.9963,1215.512573,14092.78906,51.54277
3457,966,0.9307833,1.30875,1.669567,237.9959,2505.524902,33629.8125,31.16219
3458,966,1.095783,1.30875,1.507567,327.1996,13212.30566,141204.8594,34.11213
3459,966,1.1221,1.30875,1.48275,328.2023,2413.224854,27937.57813,12.59489
3460,966,1.1636,1.30875,1.507567,344.2258,12356.79492,123215.3125,48.17998
3461,966,1.108283,1.30875,1.48275,391.1047,2381.695068,27789.34961,20.21612
3462,966,0.8917834,1.30875,1.669567,466.2956,25149.01563,315982.5313,190.0999
3463,966,0.9807833,1.30875,1.507567,467.299,7798.141602,105813.125,136.9776
3464,966,1.1496,1.30875,1.532417,523.2773,2418.193604,26723.05469,74.57337
3465,966,1.06995,1.30875,1.507567,694.9903,1805.516968,16726.94922,28.40914
3466,966,0.95595,1.30875,1.48275,695.4907,1473.353516,15914.03613,124.6587
3467,966,1.005617,1.30875,1.657233,703.5051,37545.18359,364393.0625,1454.259
3468,966,0.9307833,1.30875,1.6449,704.0048,24702.96875,245549.9688,462.4934
3469,966,0.95595,1.30875,1.569733,704.5063,11557.8457,113515.2266,263.4527
3470,966,0.9052833,1.30875,1.470417,705.0084,3659.151611,34014.76172,99.34187
3471,966,1.06995,1.30875,1.5949,705.9827,1213.162598,10061.70215,28.53116
3472,979,1.231767,1.321917,1.507567,125.0704,13991.04102,202786.3281,24.76984
3473,979,0.96845,1.321917,1.706383,228.1773,32642.43945,294673.5625,169.4491
3474,979,0.9307833,1.321917,1.544917,228.6784,8558.34668,76618.24219,1018.17
3475,979,1.095783,1.321917,1.48275,385.3396,2843.117676,26649.22266,38.50739
3476,979,0.95595,1.321917,1.71855,455.3457,21348.68359,197660.8125,408.7188
3477,979,0.9807833,1.321917,1.694233,456.3492,5759.799316,54729.93359,198.1081
3478,979,0.96845,1.321917,1.495233,654.3595,6489.532715,72237.28906,148.0261
3479,979,1.28275,1.321917,1.544917,655.3641,2698.906738,14928.05664,52.14569
3480,992,1.231767,1.33575,1.78005,148.0385,2152.842773,35353.28125,28.95027
3481,992,1.095783,1.33575,1.507567,318.1577,3687.694092,40364.73828,14.36553
3482,1005,1.108283,1.349917,1.48275,191.0804,1494.384644,17237.38867,7.254472
3483,1005,1.1496,1.349917,1.5949,246.206,117955.8984,1662337,334.3216
3484,1005,1.06995,1.349917,1.5949,247.2085,15945.58984,248364.2031,93.07966
3485,1005,1.1221,1.349917,1.507567,313.0953,3180.394287,28820.92773,31.59734
3486,1005,0.86295,1.349917,1.767883,680.9749,1017.635742,14018.82324,55.34655
3487,1005,0.94345,1.349917,1.669567,689.4877,19234.61328,189143.4844,726.517
3488,1005,0.95595,1.349917,1.669567,689.9901,13553.51465,131758.3125,220.5503
3489,1005,0.94345,1.349917,1.532417,690.4909,6102.165527,59649.76172,345.1213
3490,1018,1.056433,1.364083,1.669567,262.2364,9151.682617,90334.54688,21.99273
3491,1018,1.043283,1.364083,1.582233,263.24,1327.021729,12848.92285,88.49566
3492,1018,1.218933,1.364083,1.706383,346.3288,2448.450928,38247.02734,205.1885
3493,1018,1.1496,1.364083,1.520067,421.2206,1963.842407,21985.08594,50.53231
3494,1018,0.8917834,1.364083,1.78005,690.9926,2039.290039,20143.37695,35.13448
3495,1031,1.244433,1.378083,1.544917,113.0335,1793.067383,10552.35645,19.76729
3496,1031,1.043283,1.378083,1.582233,255.125,3259.020508,28638.38086,22.38468
3497,1031,1.1221,1.378083,1.743383,285.133,6173.359863,88533.57031,24.14656
3498,1031,1.030617,1.378083,1.557233,386.2884,1937.330566,30746.28125,59.04993
3499,1031,1.218933,1.378083,1.78005,717.5055,1356.743896,14173.97559,46.19248
3500,1043,1.108283,1.391417,1.767883,180.0654,53256.05859,759005.3125,168.9821
3501,1043,1.231767,1.391417,1.743383,181.0686,6299.035645,87676.61719,45.87399
3502,1043,1.095783,1.391417,1.743383,450.2292,3758.15918,59709.60547,37.79285
3503,1043,0.9182833,1.391417,1.75555,717.0017,1472.697266,14106.59668,22.27654
3504,1043,1.030617,1.391417,1.520067,725.5168,34311.61719,366025.4063,1068.169
3505,1043,1.06995,1.391417,1.706383,726.0182,23131.83594,240032.7969,564.4989
3506,1043,1.083283,1.391417,1.520067,726.52,11247.64453,120303.4375,900.0757
3507,1043,0.94345,1.391417,1.75555,727.0205,3559.781006,35794.58203,102.7822
3508,1056,1.231767,1.405583,1.507567,122.0637,10405.58887,132178.5625,15.16689
3509,1056,1.1776,1.405583,1.75555,182.0794,3613.96582,51321.19922,9.274588
3510,1056,1.218933,1.405583,1.694233,193.1036,2136.752197,29576.26953,25.47128
3511,1056,1.257267,1.405583,1.792383,332.3139,6034.984375,102324.3438,95.81196
3512,1056,1.1636,1.405583,1.767883,371.2255,8737.143555,104806.8047,49.98198
3513,1056,0.9182833,1.405583,1.706383,416.2261,15734.62793,212284.125,508.4372
3514,1056,1.056433,1.405583,1.582233,417.2286,4092.87915,52629.00781,41.31937
3515,1056,1.06995,1.405583,1.71855,449.226,14367.66699,218305.5,156.3148
3516,1056,0.9807833,1.405583,1.620067,727.9921,1103.94751,9951.666016,23.24971
3517,1069,1.218933,1.419417,1.532417,86.05934,1878.64209,22238.0293,8.345731
3518,1069,1.231767,1.419417,1.78005,150.0548,42935.20703,588247.5625,74.25842
3519,1069,1.244433,1.419417,1.78005,151.0576,4212.817871,58814.17578,35.70787
3520,1069,1.244433,1.419417,1.78005,164.0695,2821.692139,39018.83984,43.15741
3521,1069,1.218933,1.419417,1.706383,192.1014,15469.29688,188339.0469,297.1331
3522,1069,1.1496,1.419417,1.544917,328.3552,1829.446289,19458.76172,84.01008
3523,1069,1.218933,1.419417,1.71855,345.1063,2094.108643,30550.08789,3.464363
3524,1069,1.1636,1.419417,1.743383,388.2523,20146.77734,210215.2344,92.49946
3525,1069,1.191433,1.419417,1.582233,389.2556,3666.154541,39608.33984,35.23185
3526,1082,1.191433,1.433083,1.470417,272.1846,92025.64844,645387,142.9774
3527,1082,1.083283,1.433083,1.75555,393.2063,3663.869629,48336.40625,39.07825
3528,1082,1.06995,1.433083,1.6324,713.0045,1543.780273,16093.0332,24.2956
3529,1091,1.191433,1.445583,1.743383,291.1589,1875.032959,28334.50977,20.00418
3530,1091,1.1776,1.445583,1.75555,711.5002,15349.56445,163434.5938,1011.896
3531,1104,1.218933,1.457917,1.6324,248.0215,1639.085693,18926.26367,7.759587
3532,1104,0.96845,1.457917,1.767883,712.0026,11484.72852,120153.9375,239.0011
3533,1104,1.108283,1.457917,1.767883,712.5048,4639.499512,55789.89063,402.8854
3534,1108,1.056433,1.470417,1.569733,202.1798,619717.375,6579662.5,5451.901
3535,1108,1.005617,1.470417,1.569733,203.1824,72688.57813,782954.75,96.46615
3536,1108,1.1496,1.470417,1.6074,228.2307,7180.241211,69412.9375,577.0361
3537,1117,1.257267,1.48275,1.792383,168.0644,6174.952637,82597.91406,33.67225
3538,1117,1.231767,1.48275,1.582233,298.3459,4926.498047,39028.3125,201.351
3539,1126,1.1776,1.495233,1.75555,300.324,5965.677734,60240.32813,289.2921
3540,1126,1.205267,1.495233,1.767883,301.3268,1170.839355,13391.65625,231.1696
3541,1126,1.205267,1.495233,1.75555,748.03,16985.08789,196980.9844,463.3045
3542,1126,1.191433,1.495233,1.767883,748.5329,8256.416016,91571.40625,414.8088
3543,1135,1.218933,1.507567,1.6324,74.05938,4973.405273,42770.58203,30.30417
3544,1135,1.28275,1.507567,1.743383,270.1108,4984.667969,72719.57813,14.0819
3545,1135,1.419417,1.507567,1.6819,585.371,3756.801025,28878.14063,129.931
3546,1135,1.1776,1.507567,1.856717,747.5286,22917.40039,259224.7969,955.0975
3547,1135,1.005617,1.507567,1.767883,749.033,2621.818115,29245.96289,63.99189
3548,1148,1.30875,1.520067,1.669567,251.0323,3730.258545,28392.59766,8.29104
3549,1148,1.457917,1.520067,1.767883,320.2059,3526.585449,30634.50977,29.06496
3550,1157,1.295583,1.532417,1.6819,290.1879,5792.767578,64517.38672,41.41685
3551,1157,1.28275,1.532417,1.78005,290.5212,2418.62793,27834.33008,158.5674
3552,1157,1.433083,1.532417,1.743383,292.2461,1279.457764,10935.65625,46.32767
3553,1157,1.218933,1.532417,1.620067,297.2252,1486.740112,18673.48047,33.42558
3554,1157,1.205267,1.532417,1.767883,415.2507,5607.456543,77433.91406,21.69915
3555,1157,1.269933,1.532417,1.78005,433.2815,4125.377441,48861.73828,26.97499
3556,1157,1.295583,1.532417,1.767883,434.7775,9637.008789,102971.625,784.0963
3557,1157,1.295583,1.532417,1.706383,435.2785,4975.277344,52678.73047,31.54727
3558,1157,1.269933,1.532417,1.694233,870.5533,1435.983398,14935.03516,51.99134
3559,1170,1.364083,1.544917,1.78005,165.0392,4357.762695,28204.05273,73.91208
3560,1170,1.231767,1.544917,1.767883,179.0804,10090.92871,147796.4063,117.0739
3561,1170,1.28275,1.544917,1.669567,248.2205,34154.79297,427567.1875,265.3729
3562,1170,1.28275,1.544917,1.669567,249.2236,4936.993652,60629.11328,50.80126
3563,1170,1.295583,1.544917,1.694233,293.1483,24312.25391,274045.2813,66.6997
3564,1170,1.269933,1.544917,1.869717,432.2777,20810.39258,243170.8594,101.2352
3565,1170,1.295583,1.544917,1.694233,435.7813,1303.97583,12993.15918,96.15043
3566,1170,1.269933,1.544917,1.73105,453.2025,1833.87561,22333.58594,9.943423
3567,1170,1.269933,1.544917,1.706383,735.0174,1272.21521,14225.39648,20.13731
3568,1170,1.1221,1.544917,1.706383,735.0186,1272.21521,14225.39648,48.73429
3569,1170,1.30875,1.544917,1.75555,868.5468,10228.37891,97941.13281,231.831
3570,1170,1.295583,1.544917,1.767883,869.5521,5269.478027,49647.5,235.5913
3571,1183,1.1776,1.557233,1.669567,106.085,3608.90332,45518.19531,105.0949
3572,1183,1.295583,1.557233,1.869717,145.1071,2968.7771,26976.94922,17.71097
3573,1183,1.405583,1.557233,1.706383,286.0681,1511.427002,13669.25977,9.106984
3574,1183,1.257267,1.557233,1.767883,437.232,4614.794434,55874.37891,46.06604
3575,1196,1.391417,1.569733,1.78005,127.0494,15125.58594,129305.3828,173.6812
3576,1196,1.495233,1.569733,1.767883,242.174,19797.73438,119352.5313,55.1888
3577,1196,1.495233,1.569733,1.78005,242.5087,8370.319336,49971.74609,661.6161
3578,1196,1.495233,1.569733,1.706383,242.8434,2009.00708,10979.95508,33.22458
3579,1196,1.48275,1.569733,1.75555,271.3715,1218.661987,8743.138672,21.31576
3580,1196,1.470417,1.569733,1.895883,272.1853,209635.1719,1602366.75,335.6779
3581,1196,1.470417,1.569733,1.869717,273.1878,32276.26563,253772.0625,129.5681
3582,1196,1.48275,1.569733,1.78005,274.1898,4060.399414,30081.73047,16.92648
3583,1196,1.30875,1.569733,1.706383,294.1512,4520.780762,51733.67969,10.2891
3584,1196,1.1221,1.569733,1.694233,344.2036,1683.780518,15992.14551,5.377985
3585,1196,1.495233,1.569733,1.767883,362.7576,34312.11719,205346.1406,5448.944
3586,1196,1.495233,1.569733,1.767883,363.2597,16317.625,98024.45313,33.68667
3587,1196,1.495233,1.569733,1.767883,363.7599,3988.043701,22895.41016,318.2893
3588,1196,1.445583,1.569733,1.694233,466.5308,1855.357056,11785.05762,275.0722
3589,1196,1.470417,1.569733,1.71855,532.3145,4260.216797,50994.86328,21.64269
3590,1196,1.470417,1.569733,1.767883,541.3436,1088.190796,6269.536621,35.23204
3591,1196,1.507567,1.569733,1.90855,724.5063,21877.41797,136635.9063,2107.435
3592,1196,1.520067,1.569733,1.792383,725.5097,11562.59277,71872.08594,351.6421
3593,1207,1.419417,1.582233,1.767883,302.0941,1110.801392,10701.03516,8.355613
3594,1207,1.378083,1.582233,2.120367,304.2836,17074.53906,256152.9531,781.3018
3595,1207,1.378083,1.582233,1.9227,305.2869,3315.456543,46221.14844,18.24293
3596,1207,1.433083,1.582233,1.75555,360.0168,2036.154785,19223.72266,22.17592
3597,1207,1.433083,1.582233,1.767883,405.0247,1217.412354,10698.37891,5.428828
3598,1207,1.1221,1.582233,1.73105,413.0988,5541.012695,89271.82031,49.07619
3599,1207,1.218933,1.582233,1.792383,733.5137,11056.46582,124384.7578,324.3765
3600,1207,1.205267,1.582233,1.767883,734.0154,9033.4375,97900.125,312.1059
3601,1207,1.231767,1.582233,1.817717,734.5162,4456.896484,47187.88281,165.9588
3602,1220,1.405583,1.5949,1.73105,119.0341,1604.968506,14461.00684,30.56434
3603,1220,1.231767,1.5949,1.73105,136.0611,63273.92578,572056.875,35.14639
3604,1220,1.405583,1.5949,1.73105,137.0633,5057.489258,52545.52344,11.84592
3605,1220,1.405583,1.5949,1.843883,163.0413,2130.421387,23765.44922,43.45636
3606,1220,1.321917,1.5949,1.75555,265.0778,2785.021973,22685.1582,9.538769
3607,1220,0.9932833,1.5949,2.156683,298.0966,854869.1875,8076311.5,5862.712
3608,1220,1.1221,1.5949,1.95155,299.0987,117659.5781,1134275.625,375.9238
3609,1220,1.231767,1.5949,1.767883,299.3505,1788.429199,19162.23438,205.7018
3610,1220,1.321917,1.5949,2.107533,300.0934,46706.96484,451372.875,91.12284
3611,1220,1.364083,1.5949,1.78005,301.0941,6437.103027,62298.45703,14.97908
3612,1220,1.419417,1.5949,1.767883,314.0896,1745.776855,19047.74414,6.051425
3613,1220,1.48275,1.5949,1.792383,385.34,1727.32019,18909.63867,21.45141
3614,1220,1.445583,1.5949,1.75555,407.0846,4037.156494,29666.5293,17.90016
3615,1220,1.391417,1.5949,1.78005,523.1318,9080.582031,69068.40625,69.18451
3616,1220,1.445583,1.5949,1.792383,765.2187,2164.388916,14877.91016,47.3727
3617,1233,1.48275,1.6074,1.75555,44.01293,1240.890991,8251.701172,27.76274
3618,1233,1.433083,1.6074,1.767883,61.0393,5203.004883,37853.80469,66.45824
3619,1233,1.495233,1.6074,1.75555,282.2768,2167.661133,16083.22168,6.286755
3620,1233,1.33575,1.6074,1.743383,297.206,4845.009766,40583.46875,21.51214
3621,1233,1.364083,1.6074,1.792383,341.0633,3509.923584,32896.11719,29.06175
3622,1233,1.470417,1.6074,1.743383,381.1082,1697.181885,17749.90039,16.02027
3623,1233,1.457917,1.6074,1.75555,524.1337,2197.290283,16746.77734,25.44202
3624,1233,1.457917,1.6074,1.767883,586.1249,1075.268188,8357.819336,13.34895
3625,1233,1.231767,1.6074,2.181183,770.0455,14458.74121,157841.0156,141.8229
3626,1233,1.135433,1.6074,1.78005,771.0465,2214.890137,22958.10352,36.11782
3627,1233,1.321917,1.6074,1.767883,803.1656,2162.697754,15568.47852,32.0139
3628,1246,1.405583,1.620067,1.843883,249.121,2578.643066,32676.16797,17.69398
3629,1246,1.405583,1.620067,1.767883,344.0379,2288.195068,20849.13477,11.15309
3630,1246,1.231767,1.620067,1.75555,519.0394,1635.044922,15808.40918,19.26659
3631,1246,1.321917,1.620067,1.75555,519.3746,1231.876587,13164.3418,23.79416
3632,1246,1.457917,1.620067,1.75555,578.1296,1151.985107,8526.935547,27.30993
3633,1246,1.205267,1.620067,1.90855,769.542,17989.62305,197932.0469,766.7452
3634,1246,1.231767,1.620067,1.767883,770.543,6639.752441,72680.97656,632.8543
3635,1258,1.470417,1.6324,1.856717,435.1999,1594.256836,21936.22266,11.06879
3636,1258,1.445583,1.6324,1.767883,462.0851,1252.322021,9052.148438,9.33402
3637,1258,1.364083,1.6324,2.144683,479.2357,55693.71094,748612.25,599.6132
3638,1258,1.405583,1.6324,2.156683,480.2392,14802.875,200078.5781,191.7347
3639,1258,1.419417,1.6324,2.132533,494.2148,5978.493164,73251.57031,45.82884
3640,1258,1.445583,1.6324,1.830217,495.2168,2276.635986,24758.92969,43.77633
3641,1271,1.48275,1.6449,1.78005,191.0213,6399.960449,48884.33594,14.15607
3642,1271,1.378083,1.6449,1.792383,396.0611,2565.108887,25975.30664,27.64847
3643,1271,1.364083,1.6449,1.895883,459.276,3858.171387,55446.98828,30.55127
3644,1280,1.445583,1.657233,1.817717,290.2677,1664.72229,21367.5918,57.18982
3645,1280,1.28275,1.657233,1.895883,481.2566,10037.83301,114467.8594,230.489
3646,1280,1.405583,1.657233,1.979533,497.2344,2622.334717,29591.84375,28.29872
3647,1293,1.28275,1.669567,2.007033,476.3037,21210.47266,258920.25,111.2256
3648,1293,1.419417,1.669567,1.895883,482.2625,2106.996094,25097.05273,15.89773
3649,1303,1.28275,1.6819,1.95155,477.3061,4853.958984,61798.21875,45.79118
3650,1303,1.205267,1.6819,2.231017,755.5262,8939.630859,96883.83594,470.5545
3651,1303,0.95595,1.6819,1.9932,756.028,6799.619629,75695.52344,155.759
3652,1308,1.457917,1.694233,1.895883,550.6268,1080.537476,6717.16748,139.1672
3653,1308,1.433083,1.694233,1.882883,756.5297,3006.373779,34475.69531,170.891
3654,1320,1.620067,1.706383,2.020867,522.5944,1589.66626,14890.99219,178.8004
3655,1327,1.582233,1.71855,2.132533,201.5789,6686.530273,82600.57813,364.8297
3656,1327,1.569733,1.71855,2.144683,202.1822,1153564.625,14350102,10032.94
3657,1327,1.433083,1.71855,2.383183,533.7151,1565.266724,15708.42969,353.4825
3658,1327,1.457917,1.71855,1.882883,534.049,1512.358643,14449.03125,58.88166
3659,1327,1.349917,1.71855,2.181183,791.5543,12750.49121,136336.5156,601.5429
3660,1327,1.433083,1.71855,2.144683,792.0566,11844.87891,119070.25,404.7048
3661,1327,1.457917,1.71855,2.007033,793.0601,1668.758789,16753.24805,37.94697
3662,1336,1.569733,1.73105,1.95155,102.0905,7780.122559,100619.1172,49.46923
3663,1336,1.569733,1.73105,2.144683,203.1825,126104.5391,1663304.875,165.585
3664,1336,1.569733,1.73105,2.144683,204.185,11156.62988,143913.125,11.15834
3665,1336,1.470417,1.73105,2.049867,268.0478,2341.866455,37185.75391,18.8672
3666,1336,1.419417,1.73105,2.218517,792.5584,5020.410156,54816.67188,327.3575
3667,1349,1.657233,1.743383,1.843883,244.2617,5113.946777,27159.03125,19.25908
3668,1349,1.5949,1.743383,2.144683,246.205,78169.82813,889266.5625,219.4948
3669,1349,1.5949,1.743383,2.156683,247.2079,11569.70801,130065.4063,70.47507
3670,1349,1.6074,1.743383,1.90855,281.1657,3643.383301,21794.24023,16.53539
3671,1349,1.5949,1.743383,1.9227,396.1651,3245.673096,17960.0332,27.33473
3672,1357,1.470417,1.75555,1.869717,134.0591,26961.83594,350059.75,246.7377
3673,1357,1.507567,1.75555,2.144683,152.0701,121216.8672,2599784.5,1402.503
3674,1357,1.470417,1.75555,2.144683,170.0809,311952.7188,6665644.5,888.1746
3675,1357,1.470417,1.75555,2.132533,171.0833,28742.01953,590974.75,429.774
3676,1357,1.6074,1.75555,1.95155,227.0944,7595.800781,47510.14063,47.32254
3677,1357,1.669567,1.75555,2.035533,410.4698,32095.97852,138070.9688,3501.536
3678,1357,1.507567,1.75555,1.964883,411.4726,9142.381836,39816.29688,1253.803
3679,1357,1.569733,1.75555,1.964883,412.4785,1364.334595,5718.837891,164.3169
3680,1357,1.620067,1.75555,1.90855,415.2337,4866.446777,20652.85156,18.93228
3681,1366,1.507567,1.767883,2.144683,153.0729,10681.77734,229697.5313,98.28241
3682,1366,1.706383,1.767883,1.895883,242.2821,3026.763184,20040.90234,29.98267
3683,1366,1.620067,1.767883,1.869717,268.1201,2397.572021,14766.66699,3.579871
3684,1366,1.6819,1.767883,1.964883,455.1663,4812.480469,25563.30859,58.67925
3685,1379,1.6449,1.78005,2.156683,67.02872,1478.641113,10391.5498,48.9085
3686,1379,1.657233,1.78005,1.9372,70.06476,1417.33313,10955.95898,13.50743
3687,1379,1.669567,1.78005,2.035533,88.07468,2587.55127,21838.55273,8.964324
3688,1379,1.6449,1.78005,2.144683,94.03922,3812.154785,28814.08008,125.1633
3689,1379,1.669567,1.78005,2.007033,106.0855,13185.54199,79304.97656,414.7599
3690,1379,1.378083,1.78005,2.24385,120.6928,1137.184692,7522.132324,98.22137
3691,1379,1.532417,1.78005,2.156683,121.0505,174630.6563,1192465.75,6066.059
3692,1379,1.507567,1.78005,1.882883,124.075,7300.64502,100491.6953,26.40411
3693,1379,1.669567,1.78005,2.144683,248.2212,125535.5938,770477.125,1128.461
3694,1379,1.669567,1.78005,2.132533,249.2239,18139.66016,110372,213.335
3695,1379,1.669567,1.78005,1.9932,250.2269,2028.993774,12316.61133,4.740942
3696,1379,1.507567,1.78005,2.144683,347.1382,6109.587402,89205.625,52.61347
3697,1379,1.6324,1.78005,2.007033,359.2305,2015.205444,13230.03613,3.527027
3698,1379,1.457917,1.78005,2.049867,525.2858,8149.055176,86436.70313,90.62987
3699,1379,1.405583,1.78005,2.035533,526.2899,2296.870117,25517.16211,111.1386
3700,1379,1.507567,1.78005,2.049867,541.2576,2851.261475,30765.18945,27.34389
3701,1392,1.669567,1.792383,2.049867,122.0546,18958.58398,230513.8281,59.2728
3702,1392,1.470417,1.792383,2.049867,777.5403,7743.540039,72719.23438,403.6273
